node_id,ground_truth_label,split,evidence_source,email,ip,url,domain,file_node,file_hash,victim_account
TE_SAFE_24,SAFE,test,Excel_like_internal_v2,hr@office.vn,8.20.247.20,https://office.vn/career,office.vn,cv.docx,,safe_024
TE_SAFE_25,SAFE,test,Excel_like_internal_v2,portal@school.edu,8.8.4.4,https://school.edu/portal,school.edu,portal.pdf,,safe_025
TE_SAFE_26,SAFE,test,Excel_like_internal_v2,contact@trusted.vn,1.0.0.1,https://trusted.vn/contact,trusted.vn,contact.txt,,safe_026
TE_SUSP_01,SUSPICIOUS,test,Excel_like_internal_v2,verify@customer-help.net,198.51.100.10,http://customer-help.net/verify,customer-help.net,verify.html,,sus_001
TE_SUSP_02,SUSPICIOUS,test,Excel_like_internal_v2,confirm@account-mail.org,198.51.100.11,http://account-mail.org/confirm,account-mail.org,confirm.html,,sus_002
TE_SUSP_03,SUSPICIOUS,test,Excel_like_internal_v2,urgent@payment-review.xyz,203.0.113.60,http://payment-review.xyz/update,payment-review.xyz,payment.pdf,,sus_003
TE_SUSP_04,SUSPICIOUS,test,Excel_like_internal_v2,verify@delivery-alert.top,203.0.113.61,http://delivery-alert.top/account,delivery-alert.top,delivery.zip,,sus_004
TE_SUSP_05,SUSPICIOUS,test,Excel_like_internal_v2,confirm@wallet-check.live,198.51.100.13,http://wallet-check.live/security,wallet-check.live,wallet.html,,sus_005
TE_SUSP_06,SUSPICIOUS,test,Excel_like_internal_v2,urgent@login-review.net,198.51.100.14,http://login-review.net/login,login-review.net,review.pdf,,sus_006
TE_SUSP_07,SUSPICIOUS,test,Excel_like_internal_v2,verify@invoice-check.org,203.0.113.62,http://invoice-check.org/verify,invoice-check.org,invoice.html,,sus_007
TE_SUSP_08,SUSPICIOUS,test,Excel_like_internal_v2,confirm@profile-alert.xyz,198.51.100.15,http://profile-alert.xyz/confirm,profile-alert.xyz,profile.html,,sus_008
TE_SUSP_09,SUSPICIOUS,test,Excel_like_internal_v2,urgent@support-ticket.top,203.0.113.63,http://support-ticket.top/update,support-ticket.top,ticket.doc,,sus_009
TE_SUSP_10,SUSPICIOUS,test,Excel_like_internal_v2,verify@security-mail.net,198.51.100.16,http://security-mail.net/account,security-mail.net,security.pdf,,sus_010
TE_SUSP_11,SUSPICIOUS,test,Excel_like_internal_v2,confirm@bank-help.org,203.0.113.64,http://bank-help.org/confirm,bank-help.org,bank_help.pdf,,sus_011
TE_SUSP_12,SUSPICIOUS,test,Excel_like_internal_v2,urgent@service-reset.xyz,198.51.100.17,http://service-reset.xyz/login,service-reset.xyz,reset.html,,sus_012
TE_SUSP_13,SUSPICIOUS,test,Excel_like_internal_v2,verify@member-alert.top,203.0.113.65,http://member-alert.top/verify,member-alert.top,member.html,,sus_013
TE_SUSP_14,SUSPICIOUS,test,Excel_like_internal_v2,confirm@office-notice.net,198.51.100.18,http://office-notice.net/update,office-notice.net,notice.pdf,,sus_014
TE_SUSP_15,SUSPICIOUS,test,Excel_like_internal_v2,urgent@market-review.org,203.0.113.66,http://market-review.org/account,market-review.org,market.zip,,sus_015
TE_SUSP_16,SUSPICIOUS,test,Excel_like_internal_v2,verify@claim-support.xyz,198.51.100.19,http://claim-support.xyz/security,claim-support.xyz,claim.html,,sus_016
TE_SUSP_17,SUSPICIOUS,test,Excel_like_internal_v2,confirm@transfer-check.top,203.0.113.67,http://transfer-check.top/confirm,transfer-check.top,transfer.pdf,,sus_017
TE_SUSP_18,SUSPICIOUS,test,Excel_like_internal_v2,urgent@promo-review.live,198.51.100.20,http://promo-review.live/update,promo-review.live,promo.html,,sus_018
TE_SUSP_19,SUSPICIOUS,test,Excel_like_internal_v2,verify@device-alert.net,203.0.113.68,http://device-alert.net/login,device-alert.net,device.html,,sus_019
TE_SUSP_20,SUSPICIOUS,test,Excel_like_internal_v2,confirm@cloud-notice.org,198.51.100.21,http://cloud-notice.org/account,cloud-notice.org,cloud.pdf,,sus_020
TE_SUSP_21,SUSPICIOUS,test,Excel_like_internal_v2,notice@secure-docs.vn,185.0.10.12,https://secure-docs.vn/documents,secure-docs.vn,docs.html,,sus_021
TE_SUSP_22,SUSPICIOUS,test,Excel_like_internal_v2,verify@billing-case.top,198.51.100.22,http://billing-case.top/security,billing-case.top,billing.pdf,,sus_022
TE_SUSP_23,SUSPICIOUS,test,Excel_like_internal_v2,notice@id-review.vn,203.0.113.69,https://id-review.vn/profile,id-review.vn,id.pdf,,sus_023
TE_SUSP_24,SUSPICIOUS,test,Excel_like_internal_v2,ticket@case-review.vn,198.51.100.23,https://case-review.vn/ticket,case-review.vn,ticket.pdf,,sus_024
TE_SUSP_25,SUSPICIOUS,test,Excel_like_internal_v2,verify@loan-alert.xyz,203.0.113.70,http://loan-alert.xyz/account,loan-alert.xyz,loan.html,,sus_025
TE_SUSP_26,SUSPICIOUS,test,Excel_like_internal_v2,confirm@wallet-case.live,198.51.100.24,http://wallet-case.live/login,wallet-case.live,wallet.pdf,,sus_026
TE_FRAUD_01,FRAUD,test,Excel_like_internal_v2,security@paypal-alert-verification.com,45.9.148.108,http://paypal-account-security-update.xyz/login,paypal-account-security-update.xyz,malware.exe,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,fraud_001
TE_FRAUD_02,FRAUD,test,Excel_like_internal_v2,support@bank-account-warning.net,103.224.182.246,http://bank-alert-verification.top,bank-alert-verification.top,dropper.scr,5d41402abc4b2a76b9719d911017c592a2c3d4b5f6e7f8a9b0c1d2e3f4a5b6c7,fraud_002
TE_FRAUD_03,FRAUD,test,Excel_like_internal_v2,admin@crypto-airdrop-event.live,185.220.101.45,http://crypto-wallet-airdrop.live,crypto-wallet-airdrop.live,wallet.apk,d41d8cd98f00b204e9800998ecf8427e1234567890abcdef1234567890abcdef,fraud_003
TE_FRAUD_04,FRAUD,test,Excel_like_internal_v2,service@secure-wallet-verification.top,91.219.236.222,http://binance-bonus-airdrop-event.xyz,binance-bonus-airdrop-event.xyz,bonus.jar,6f5902ac237024bdd0c176cb93063dc4abcdef1234567890abcdef1234567890,fraud_004
TE_FRAUD_05,FRAUD,test,Excel_like_internal_v2,info@binance-bonus-event.xyz,185.165.171.7,http://microsoft-password-reset-alert.xyz,microsoft-password-reset-alert.xyz,reset.exe,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,fraud_005
TE_FRAUD_06,FRAUD,test,Excel_like_internal_v2,alert@facebook-security-check.net,103.195.103.66,http://facebook-login-check-security.top,facebook-login-check-security.top,security_update.bat,5d41402abc4b2a76b9719d911017c592a2c3d4b5f6e7f8a9b0c1d2e3f4a5b6c7,fraud_006
TE_FRAUD_07,FRAUD,test,Excel_like_internal_v2,support@instagram-verification-alert.com,176.123.26.92,http://instagram-verification-badge.xyz,instagram-verification-badge.xyz,badge.cmd,d41d8cd98f00b204e9800998ecf8427e1234567890abcdef1234567890abcdef,fraud_007
TE_FRAUD_08,FRAUD,test,Excel_like_internal_v2,billing@netflix-payment-warning.top,185.107.56.121,http://netflix-payment-update-warning.top,netflix-payment-update-warning.top,payment.ps1,6f5902ac237024bdd0c176cb93063dc4abcdef1234567890abcdef1234567890,fraud_008
TE_FRAUD_09,FRAUD,test,Excel_like_internal_v2,service@amazon-account-update.xyz,46.161.27.129,http://amazon-account-warning-reset.xyz,amazon-account-warning-reset.xyz,amazon_reset.exe,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,fraud_009
TE_FRAUD_10,FRAUD,test,Excel_like_internal_v2,security@paypal-alert-verification.com,91.200.12.52,http://update-appleid-security.net,update-appleid-security.net,appleid.scr,5d41402abc4b2a76b9719d911017c592a2c3d4b5f6e7f8a9b0c1d2e3f4a5b6c7,fraud_010
TE_FRAUD_11,FRAUD,test,Excel_like_internal_v2,support@bank-account-warning.net,185.234.218.107,http://paypal-account-security-update.xyz/login,paypal-account-security-update.xyz,login.exe,d41d8cd98f00b204e9800998ecf8427e1234567890abcdef1234567890abcdef,fraud_011
TE_FRAUD_12,FRAUD,test,Excel_like_internal_v2,admin@crypto-airdrop-event.live,103.145.13.156,http://crypto-wallet-airdrop.live,crypto-wallet-airdrop.live,airdrop.jar,6f5902ac237024bdd0c176cb93063dc4abcdef1234567890abcdef1234567890,fraud_012
TE_FRAUD_13,FRAUD,test,Excel_like_internal_v2,service@secure-wallet-verification.top,176.119.142.82,http://bank-alert-verification.top,bank-alert-verification.top,bank_dropper.exe,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,fraud_013
TE_FRAUD_14,FRAUD,test,Excel_like_internal_v2,info@binance-bonus-event.xyz,45.95.147.213,http://binance-bonus-airdrop-event.xyz,binance-bonus-airdrop-event.xyz,bonus_update.scr,5d41402abc4b2a76b9719d911017c592a2c3d4b5f6e7f8a9b0c1d2e3f4a5b6c7,fraud_014
TE_FRAUD_15,FRAUD,test,Excel_like_internal_v2,alert@facebook-security-check.net,185.38.175.132,http://facebook-login-check-security.top,facebook-login-check-security.top,fb_update.cmd,d41d8cd98f00b204e9800998ecf8427e1234567890abcdef1234567890abcdef,fraud_015
TE_FRAUD_16,FRAUD,test,Excel_like_internal_v2,support@instagram-verification-alert.com,193.169.255.78,http://instagram-verification-badge.xyz,instagram-verification-badge.xyz,insta_badge.ps1,6f5902ac237024bdd0c176cb93063dc4abcdef1234567890abcdef1234567890,fraud_016
TE_FRAUD_17,FRAUD,test,Excel_like_internal_v2,billing@netflix-payment-warning.top,91.92.109.43,http://netflix-payment-update-warning.top,netflix-payment-update-warning.top,netflix_pay.exe,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,fraud_017
TE_FRAUD_18,FRAUD,test,Excel_like_internal_v2,service@amazon-account-update.xyz,37.120.222.132,http://amazon-account-warning-reset.xyz,amazon-account-warning-reset.xyz,amazon_reset.bat,5d41402abc4b2a76b9719d911017c592a2c3d4b5f6e7f8a9b0c1d2e3f4a5b6c7,fraud_018
TE_FRAUD_19,FRAUD,test,Excel_like_internal_v2,security@paypal-alert-verification.com,185.220.101.45,http://microsoft-password-reset-alert.xyz,microsoft-password-reset-alert.xyz,password_reset.jar,d41d8cd98f00b204e9800998ecf8427e1234567890abcdef1234567890abcdef,fraud_019
TE_FRAUD_20,FRAUD,test,Excel_like_internal_v2,support@bank-account-warning.net,185.165.171.7,http://update-appleid-security.net,update-appleid-security.net,apple_security.exe,6f5902ac237024bdd0c176cb93063dc4abcdef1234567890abcdef1234567890,fraud_020
TE_FRAUD_21,FRAUD,test,Excel_like_internal_v2,admin@payment-case.vn,198.51.100.90,http://payment-case.vn/session,payment-case.vn,wallet_update.exe,,fraud_021
TE_FRAUD_22,FRAUD,test,Excel_like_internal_v2,service@bonus-case.vn,203.0.113.91,http://bonus-case.vn/reward,bonus-case.vn,bonus_payload.scr,,fraud_022
TE_FRAUD_23,FRAUD,test,Excel_like_internal_v2,info@binance-bonus-event.xyz,198.51.100.92,http://paypal-account-security-update.xyz/login,paypal-account-security-update.xyz,paypal_update.exe,d41d8cd98f00b204e9800998ecf8427e1234567890abcdef1234567890abcdef,fraud_023
TE_FRAUD_24,FRAUD,test,Excel_like_internal_v2,alert@facebook-security-check.net,203.0.113.93,http://facebook-login-check-security.top,facebook-login-check-security.top,fb_security.exe,6f5902ac237024bdd0c176cb93063dc4abcdef1234567890abcdef1234567890,fraud_024
TE_FRAUD_25,FRAUD,test,Excel_like_internal_v2,billing@netflix-payment-warning.top,198.51.100.94,http://netflix-payment-update-warning.top,netflix-payment-update-warning.top,payment_payload.exe,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,fraud_025
TE_FRAUD_26,FRAUD,test,Excel_like_internal_v2,service@amazon-account-update.xyz,203.0.113.95,http://amazon-account-warning-reset.xyz,amazon-account-warning-reset.xyz,amazon_payload.scr,5d41402abc4b2a76b9719d911017c592a2c3d4b5f6e7f8a9b0c1d2e3f4a5b6c7,fraud_026
